project,revenue_month,work_order,revenue,deductible,invoiced,invoice_date,invoice_no,due_date,collected,collected_date,days,penalties,net_revenue
Diesel Compensation 2025,2025-06-01,1000000.0000,914427.9800,85572.0200,914427.9800,2025-07-22,IN-025570,,914427.9800,2025-09-10,50,0.0000,914427.9800
Diesel Compensation 2025,2025-07-01,1000000.0000,977828.4200,22171.5800,977828.4200,2025-09-22,IN-025871,,977828.4200,2025-12-08,77,0.0000,977828.4200
Diesel Compensation 2025,2025-08-01,1000000.0000,1000000.0000,0.0000,1000000.0000,2025-09-30,IN-025934,,1000000.0000,2025-12-08,69,0.0000,1000000.0000
Diesel Compensation 2025,2025-09-01,1000000.0000,1000000.0000,0.0000,1000000.0000,2025-11-03,IN-026023,,1000000.0000,2026-02-03,92,0.0000,1000000.0000
Diesel Compensation 2025,2025-10-01,1000000.0000,1000000.0000,0.0000,1000000.0000,2025-12-04,IN-026290,,1000000.0000,2026-01-21,48,0.0000,1000000.0000
Diesel Compensation 2025,2025-11-01,1000000.0000,1000000.0000,0.0000,1000000.0000,2025-12-31,IN-026683,,1000000.0000,2026-02-23,54,0.0000,1000000.0000
Diesel Compensation 2025,2025-12-01,1000000.0000,1107743.6000,0.0000,1107743.6000,2026-02-16,IN-026881,,1107743.6000,2026-04-15,58,0.0000,1107743.6000
Diesel Compensation 2026,2026-01-01,1200000.0000,1200000.0000,0.0000,1200000.0000,2026-04-05,IN-026998,,1200000.0000,2026-05-19,44,0.0000,1200000.0000
Diesel Compensation 2026,2026-02-01,1200000.0000,1096352.9400,103647.0600,1096352.9400,2026-04-05,IN-027005,,1096352.9400,2026-06-10,66,0.0000,1096352.9400
Diesel Compensation 2026,2026-03-01,1200000.0000,1200000.0000,0.0000,1200000.0000,2026-04-23,IN-027051,,1200000.0000,2026-06-10,48,0.0000,1200000.0000
Diesel Compensation 2026,2026-04-01,1200000.0000,1200000.0000,0.0000,1200000.0000,2026-05-13,IN-027135,,1200000.0000,2026-07-02,50,0.0000,1200000.0000
Diesel Compensation 2026,2026-05-01,1200000.0000,1200000.0000,0.0000,1200000.0000,2026-06-28,IN-027210,2026-08-27,0.0000,,,0.0000,1200000.0000
Diesel Compensation 2026,2026-06-01,1200000.0000,1200000.0000,0.0000,1200000.0000,2026-08-03,IN-027274,2026-10-02,0.0000,,,0.0000,1200000.0000
Diesel Compensation 2026,2026-07-01,1200000.0000,1200000.0000,0.0000,,,,,0.0000,,,0.0000,0.0000
STC IBS,2023-10-01,1250000.0500,684981.2573,342.6628,684981.2573,2024-03-28,IN-024471,,678402.1443,2024-06-06,70,7565.9800,677415.2773
STC IBS,2023-11-01,1250000.0500,1249657.3856,342.6628,1249657.3856,2024-03-28,IN-024472,,1229657.3856,2024-06-06,70,23000.0000,1226657.3856
STC IBS,2023-12-01,1250000.0500,1249092.7075,907.3409,1249092.7075,2024-04-17,IN-024557,,1229092.7075,2024-06-11,55,23000.0000,1226092.7075
STC IBS,2024-01-01,1250000.0500,1249375.0500,625.0000,1249375.0500,2024-09-09,IN-024818,,1236875.0479,2024-09-09,0,12000.0000,1237375.0500
STC IBS,2024-02-01,1250000.0500,1249375.0500,625.0000,1249375.0500,2024-07-15,IN-024819,,1229375.0479,2024-09-09,56,20000.0000,1229375.0500
STC IBS,2024-03-01,1250000.0500,1249375.0479,625.0021,1249375.0479,2024-08-18,IN-024910,,1229375.0479,2024-10-15,58,20000.0008,1229375.0471
STC IBS,2024-04-01,1250000.0500,1249375.0479,625.0021,1249375.0479,2024-08-18,IN-024911,,1236875.0479,2024-10-15,58,12000.0000,1237375.0479
STC IBS,2024-05-01,1250000.0500,1249375.0479,625.0021,1249375.0479,2024-08-18,IN-024912,,1236875.0479,2024-10-15,58,12000.0005,1237375.0474
STC IBS,2024-06-01,1250000.0500,1249375.0500,625.0000,1249375.0500,2024-09-25,IN-024991,,1236875.0500,2024-11-25,61,12000.0005,1237375.0495
STC IBS,2024-07-01,1250000.0500,1248625.0499,1375.0001,1248625.0499,2024-09-25,IN-024992,,1242375.0500,2024-11-25,61,6250.0000,1242375.0499
STC IBS,2024-08-01,1250000.0500,1249375.0500,625.0000,1249375.0500,2024-10-29,IN-025081,,1243375.0479,2024-12-23,55,6000.0000,1243375.0500
STC IBS,2024-09-01,1250000.0500,1249375.0500,625.0000,1249375.0500,2024-11-24,IN-025148,,1243375.0522,2025-01-20,57,6000.0000,1243375.0500
STC IBS,2024-10-01,1250000.0500,1232580.9000,17419.1500,1232580.9000,2025-02-25,IN-025316,,1232580.9000,2025-05-01,65,6000.0000,1226580.9000
STC IBS,2024-11-01,1250000.0500,1247687.5500,2312.5000,1247687.5500,2025-04-14,IN-025378,,1241687.5500,2025-06-03,50,6000.0000,1241687.5500
STC IBS,2024-12-01,1250000.0500,1249062.5500,937.5000,1249062.5500,2025-03-26,IN-025364,,1243062.5483,2025-05-21,56,6000.0000,1243062.5500
STC IBS,2025-01-01,1250000.0500,1250000.0500,0.0000,1250000.0500,2025-05-21,IN-025438,,1250000.0500,2025-07-25,65,6000.0000,1244000.0500
STC IBS,2025-02-01,1250000.0500,1249875.0500,125.0000,1249875.0500,2025-06-01,IN-025478,,1249875.0500,2025-07-25,54,12000.0000,1237875.0500
STC IBS,2025-03-01,1250000.0500,1250000.0500,0.0000,1250000.0500,2025-06-01,IN-025477,,1250000.0500,2025-07-25,54,6000.0000,1244000.0500
STC IBS,2025-04-01,1250000.0500,1249937.5500,62.5000,1249937.5500,2025-06-23,IN-025509,,1249937.5500,2025-08-19,57,6000.0000,1243937.5500
STC IBS,2025-05-01,1250000.0500,1249500.0500,500.0000,1249500.0500,2025-07-16,IN-025550,,1249500.0500,2025-09-16,62,6000.0000,1243500.0500
STC IBS,2025-06-01,1250000.0500,1249500.0500,500.0000,1249500.0500,2025-08-05,IN-025591,,1249500.0500,2025-10-07,63,6000.0000,1243500.0500
STC IBS,2025-07-01,1250000.0500,1248500.0500,1500.0000,1248500.0500,2025-09-17,IN-025823,,1248500.0500,2025-12-08,82,6000.0000,1242500.0500
STC IBS,2025-08-01,1250000.0500,1248250.0500,1750.0000,1248250.0500,2025-10-02,IN-025946,,1248250.0500,2025-12-10,69,6000.0000,1242250.0500
STC IBS,2025-09-01,1250000.0500,1249250.0500,750.0000,1249250.0500,2025-11-12,IN-026145,,1249250.0500,2026-01-28,77,6000.0000,1243250.0500
STC IBS,2025-10-01,1250000.0500,1249250.0500,750.0000,1249250.0500,2025-12-31,IN-026690,,1249250.0500,2026-03-15,74,6000.0000,1243250.0500
STC IBS,2025-11-01,1250000.0500,1248875.0500,1125.0000,1248875.0500,2026-02-16,IN-024884,,1248875.0500,2026-04-21,64,6000.0000,1242875.0500
STC IBS,2025-12-01,1250000.0500,1247625.0500,2375.0000,1247625.0500,2026-03-09,IN-026943,,1247625.0500,2026-05-18,70,6000.0000,1241625.0500
STC IBS,2026-01-01,1250000.0500,1248875.0500,1125.0000,1248875.0500,2026-04-06,IN-027001,,1248875.0500,2026-05-19,43,6000.0000,1242875.0500
STC IBS,2026-02-01,1250000.0500,1248625.0500,1375.0000,1248625.0500,2026-04-23,IN-027053,,1248625.0500,2026-06-23,61,6000.0000,1242625.0500
STC IBS,2026-03-01,1250000.0500,1248625.0500,1375.0000,1248625.0500,2026-05-18,IN-027147,,1248625.0500,2026-07-21,64,6000.0000,1242625.0500
STC IBS,2026-04-01,1250000.0500,1248625.0500,1375.0000,1248625.0500,2026-06-18,IN-027188,2026-08-17,0.0000,,,6000.0000,1242625.0500
STC IBS,2026-05-01,1250000.0500,1248625.0500,1375.0000,1248625.0500,2026-07-05,IN-027215,2026-09-03,0.0000,,,6000.0000,1242625.0500
STC IBS,2026-06-01,1250000.0500,1248625.0500,1375.0000,1248625.0500,2026-08-03,IN-027269,2026-10-02,0.0000,,,6000.0000,1242625.0500
STC IBS,2026-07-01,1250000.0500,1248875.0000,1375.0000,,,,,0.0000,,,6000.0000,-6000.0000
STC WiFi,2022-05-01,519587.1200,519587.1200,0.0000,519587.1200,2022-10-06,IN-022961,,519587.1200,,,0.0000,519587.1200
STC WiFi,2022-06-01,519588.1200,519587.1200,0.0000,519587.1200,2022-10-06,IN-022959,,519587.1200,,,0.0000,519587.1200
STC WiFi,2022-07-01,519589.1200,519587.1200,0.0000,519587.1200,2022-10-06,IN-022960,,519587.1200,,,0.0000,519587.1200
STC WiFi,2022-08-01,519590.1200,519587.1200,0.0000,519587.1200,2022-10-06,IN-022962,,519587.1200,,,0.0000,519587.1200
STC WiFi,2022-09-01,519591.1200,519587.1200,0.0000,519587.1200,2022-10-12,IN-022986,,519587.1200,,,0.0000,519587.1200
STC WiFi,2022-10-01,519592.1200,519587.1200,0.0000,519587.1200,2022-11-17,IN-023085,,519587.1200,,,0.0000,519587.1200
STC WiFi,2022-11-01,519593.1200,519587.1200,0.0000,519587.1200,2023-01-15,IN-023268,,519587.1200,,,0.0000,519587.1200
STC WiFi,2022-12-01,519594.1200,519587.1200,0.0000,519587.1200,2023-01-15,IN-023269,,519587.1200,,,0.0000,519587.1200
STC WiFi,2023-01-01,519595.1200,519587.1200,0.0000,519587.1200,2023-03-07,IN-023424,,519587.1200,,,0.0000,519587.1200
STC WiFi,2023-02-01,519596.1200,519587.1200,0.0000,519587.1200,2023-03-07,IN-023420,,519587.1200,,,0.0000,519587.1200
STC WiFi,2023-03-01,519597.1200,519587.1200,0.0000,519587.1200,2023-05-15,IN-023594,,519587.1200,,,0.0000,519587.1200
STC WiFi,2023-04-01,519598.1200,519587.1200,0.0000,519587.1200,2023-05-15,IN-023595,,519587.1200,,,0.0000,519587.1200
STC WiFi,2023-05-01,519599.1200,519587.1200,0.0000,519587.1200,2023-07-30,IN-023854,,519587.1200,,,0.0000,519587.1200
STC WiFi,2023-06-01,519600.1200,519587.1200,0.0000,519587.1200,2023-07-30,IN-023855,,519587.1200,,,0.0000,519587.1200
STC WiFi,2023-07-01,519601.1200,519587.1200,0.0000,519587.1200,2023-09-25,IN-023983,,519587.1200,,,0.0000,519587.1200
STC WiFi,2023-08-01,519602.1200,519587.1200,0.0000,519587.1200,2023-09-25,IN-023982,,519587.1200,,,0.0000,519587.1200
STC WiFi,2023-09-01,519603.1200,519587.1200,0.0000,519587.1200,2023-10-26,IN-024114,,519587.1200,,,0.0000,519587.1200
STC WiFi,2023-10-01,519604.1200,519587.1200,0.0000,519587.1200,2023-11-22,IN-024174,,519587.1200,,,0.0000,519587.1200
STC WiFi,2023-11-01,519605.1200,519587.1200,0.0000,519587.1200,2023-12-31,IN-024288,,519587.1200,,,0.0000,519587.1200
STC WiFi,2023-12-01,519606.1200,519587.1200,0.0000,519587.1200,2024-01-25,IN-024329,,519587.1200,,,0.0000,519587.1200
STC WiFi,2024-01-01,519587.1200,519587.1200,0.0000,519587.1200,2024-03-20,IN-024460,,519587.1200,2024-07-01,103,0.0000,519587.1200
STC WiFi,2024-02-01,519587.1200,519587.1200,0.0000,519587.1200,2024-05-28,IN-024674,,519587.1200,2024-07-01,34,0.0000,519587.1200
STC WiFi,2024-03-01,519587.1200,519587.1200,0.0000,519587.1200,2024-05-28,IN-024675,,519587.1200,2024-07-01,34,0.0000,519587.1200
STC WiFi,2024-04-01,519587.1200,519587.1200,0.0000,519587.1200,2024-07-17,IN-024817,,519587.1200,2024-08-06,20,0.0000,519587.1200
STC WiFi,2024-05-01,519587.1200,514708.1200,0.0000,514708.1200,2024-07-16,IN-024822,,514708.1200,2024-08-06,21,0.0000,514708.1200
STC WiFi,2024-06-01,519587.1200,514708.1200,0.0000,514708.1200,2024-07-22,IN-024829,,514708.1200,2024-10-23,93,0.0000,514708.1200
STC WiFi,2024-07-01,519587.1200,514708.1217,0.0000,514708.1217,2024-10-07,IN-025029,,514708.1200,2025-01-16,101,0.0000,514708.1217
STC WiFi,2024-08-01,519587.1200,514708.1217,0.0000,514708.1217,2024-11-20,IN-025142,,514708.1200,2025-01-16,57,0.0000,514708.1217
STC WiFi,2024-09-01,519587.1200,514708.1217,0.0000,514708.1217,2024-12-12,IN-025173,,514708.1200,2025-01-16,35,0.0000,514708.1217
STC WiFi,2024-10-01,519587.1200,514708.1217,0.0000,514708.1217,2024-12-12,IN-025174,,514708.1200,2025-04-09,118,0.0000,514708.1217
STC WiFi,2024-11-01,519587.1200,514708.1217,0.0000,514708.1217,2025-01-21,IN-025266,,514708.1200,2025-02-27,37,0.0000,514708.1217
STC WiFi,2024-12-01,519587.1200,514708.1217,0.0000,514708.1217,2025-01-21,IN-025267,,514708.1200,2025-02-27,37,0.0000,514708.1217
STC WiFi,2025-01-01,519587.1200,514708.1200,0.0000,514708.1200,2025-03-18,IN-025349,,514708.1200,2025-04-23,36,0.0000,514708.1200
STC WiFi,2025-02-01,519587.1200,514708.1200,0.0000,514708.1200,2025-03-24,IN-025362,,514708.1200,2025-04-23,30,0.0000,514708.1200
STC WiFi,2025-03-01,519587.1200,514708.1200,0.0000,514708.1200,2025-05-07,IN-025414,,514708.1200,2025-07-25,79,0.0000,514708.1200
STC WiFi,2025-04-01,519587.1200,514708.1200,0.0000,514708.1200,2025-07-20,IN-025566,,514708.1200,2025-08-27,38,0.0000,514708.1200
STC WiFi,2025-05-01,514708.1200,513146.8400,0.0000,513146.8400,2025-08-24,IN-025670,,513146.8400,2025-10-16,53,0.0000,513146.8400
STC WiFi,2025-06-01,514708.1200,513146.8400,0.0000,513146.8400,2025-08-24,IN-025671,,513146.8400,2025-10-16,53,0.0000,513146.8400
STC WiFi,2025-07-01,514708.1200,513146.8400,0.0000,513146.8400,2025-09-21,IN-025832,,513146.8400,2025-10-21,30,0.0000,513146.8400
STC WiFi,2025-08-01,514708.1200,513146.8400,0.0000,513146.8400,2025-10-09,IN-025962,,513146.8400,2025-12-09,61,0.0000,513146.8400
STC WiFi,2025-09-01,514708.1200,513146.8400,0.0000,513146.8400,2025-11-05,IN-026082,,513146.8400,2025-12-30,55,0.0000,513146.8400
STC WiFi,2025-10-01,514708.1200,513146.8400,0.0000,513146.8400,2025-11-26,IN-026270,,513146.8400,2026-01-14,49,0.0000,513146.8400
STC WiFi,2025-11-01,514708.1200,513147.0000,0.0000,513146.8400,2026-03-01,IN-026923,,513146.8400,2026-04-15,45,0.0000,513146.8400
STC WiFi,2025-12-01,514708.1200,513146.8400,0.0000,513146.8400,2026-03-16,IN-026924,,513146.8400,2026-05-11,56,0.0000,513146.8400
STC WiFi,2026-01-01,513146.8400,513146.8400,0.0000,513146.8400,2026-03-26,IN-026973,,513146.8400,2026-05-11,46,0.0000,513146.8400
STC WiFi,2026-02-01,513146.8400,513146.8400,0.0000,513146.8400,2026-04-22,IN-027048,2026-06-21,0.0000,,,0.0000,513146.8400
STC WiFi,2026-03-01,513146.8400,513146.8400,0.0000,513146.8400,2026-05-03,IN-027100,2026-07-02,0.0000,,,0.0000,513146.8400
STC WiFi,2026-04-01,513146.8400,513146.8400,0.0000,513146.8400,2026-07-06,IN-027226,2026-09-04,0.0000,,,0.0000,513146.8400
ACES - NHP MS Project  O&M 2025,2025-01-01,3836650.5300,245207.9500,0.0000,245207.9500,2025-12-31,26782,,0.0000,,,0.0000,245207.9500
ACES - NHP MS Project  O&M 2025,2025-02-01,0.0000,250199.3300,0.0000,250199.3300,2025-12-31,26786,,0.0000,,,0.0000,250199.3300
ACES - NHP MS Project  O&M 2025,2025-03-01,0.0000,278625.4400,0.0000,278625.4400,2025-12-31,26791,,0.0000,,,0.0000,278625.4400
ACES - NHP MS Project  O&M 2025,2025-04-01,0.0000,285471.5300,0.0000,285471.5300,2025-12-31,26788,,0.0000,,,0.0000,285471.5300
ACES - NHP MS Project  O&M 2025,2025-05-01,0.0000,298067.3800,0.0000,298067.3800,2025-12-31,26780,,0.0000,,,0.0000,298067.3800
ACES - NHP MS Project  O&M 2025,2025-06-01,0.0000,304975.0700,0.0000,304975.0700,2025-12-31,26785,,0.0000,,,0.0000,304975.0700
ACES - NHP MS Project  O&M 2025,2025-07-01,0.0000,340531.6500,0.0000,340531.6500,2025-12-31,26784,,0.0000,,,0.0000,340531.6500
ACES - NHP MS Project  O&M 2025,2025-08-01,0.0000,348678.1300,0.0000,348678.1300,2025-12-31,26781,,0.0000,,,0.0000,348678.1300
ACES - NHP MS Project  O&M 2025,2025-09-01,0.0000,350698.9600,0.0000,350698.9600,2025-12-31,26783,,0.0000,,,0.0000,350698.9600
ACES - NHP MS Project  O&M 2025,2025-10-01,0.0000,350698.9600,0.0000,350698.9600,2025-12-31,26790,,0.0000,,,0.0000,350698.9600
ACES - NHP MS Project  O&M 2025,2025-11-01,0.0000,350698.9600,0.0000,350698.9600,2025-12-31,26789,,0.0000,,,0.0000,350698.9600
ACES - NHP MS Project  O&M 2025,2025-12-01,0.0000,432797.1700,0.0000,432797.1700,2025-12-31,26787,,0.0000,,,0.0000,432797.1700
ACES - NHP MS Project  O&M 2026,2026-01-01,324695.9500,324695.9500,0.0000,324695.9500,2026-04-13,IN-027019,,0.0000,,,0.0000,324695.9500
ACES - NHP MS Project  O&M 2026,2026-02-01,324695.9500,324695.9500,0.0000,324695.9500,2026-04-13,IN-027020,,0.0000,,,0.0000,324695.9500
ACES - NHP MS Project  O&M 2026,2026-03-01,324695.9500,324695.9500,0.0000,324695.9500,2026-04-13,IN-027021,,0.0000,,,0.0000,324695.9500
ACES - NHP MS Project  O&M 2026,2026-04-01,420059.8100,420059.8100,0.0000,420059.8100,2026-06-03,IN-027168,,0.0000,,,0.0000,420059.8100
ACES - NHP MS Project  O&M 2026,2026-05-01,,400000.0000,,,,,,0.0000,,,0.0000,0.0000
ACES - NHP MS Project  O&M 2026,2026-06-01,,450000.0000,,,,,,0.0000,,,0.0000,0.0000
ACES - NHP MS Project  O&M 2026,2026-07-01,,450000.0000,,,,,,0.0000,,,0.0000,0.0000
